timestamp,episode,step,total_steps,action,action_name,reward,cumulative_reward,pid_targeted,process_name,threat_score,is_ransomware,ransomware_confidence,is_critical,process_killed,snapshot_taken,episode_total_kills,episode_total_snapshots,episode_critical_kills,episode_ransomware_detected,done
2025-11-17 14:26:19.911,1,182,182,0,Monitor,0.1,-450.95,1932,gvfs-mtp-volume,0.1635,0,0.0,0,0,0,24,0,19,0,0
2025-11-17 14:26:20.770,1,183,183,2,Kill,-2.0,-452.95,2496,code-oss,0.2116,0,0.0,0,1,0,25,0,19,0,0
2025-11-17 14:26:21.564,1,184,184,1,Ignore,-0.05,-453.0,2593,code-oss,0.2456,0,0.0,0,0,0,25,0,19,0,0
2025-11-17 14:26:22.317,1,185,185,2,Kill,-20.0,-473.0,1893,localsearch-3,0.5936,0,0.2,0,1,0,25,0,20,0,0
2025-11-17 14:26:23.096,1,186,186,0,Monitor,0.1,-472.9,7,kworker/R-slub_,0.0112,0,0.0,1,0,0,25,0,20,0,0
2025-11-17 14:26:23.903,1,187,187,3,Snapshot,-1.0,-473.9,22,idle_inject/0,0.0108,0,0.0,0,0,1,25,0,20,0,0
2025-11-17 14:26:24.766,1,188,188,2,Kill,-20.0,-493.9,40,kworker/R-tpm_d,0.0108,0,0.0,1,0,0,25,0,21,0,0
2025-11-17 14:26:25.582,1,189,189,1,Ignore,-0.05,-493.95,56,kworker/R-acpi_,0.0108,0,0.0,1,0,0,25,0,21,0,0
2025-11-17 14:26:26.334,1,190,190,0,Monitor,0.1,-493.85,371,systemd-journal,0.1521,0,0.0,1,0,0,25,0,21,0,0
2025-11-17 14:26:27.122,1,191,191,2,Kill,-2.0,-495.85,529,dbus-daemon,0.1635,0,0.0,1,0,0,26,0,21,0,0
2025-11-17 14:26:27.927,1,192,192,0,Monitor,0.1,-495.75,734,rtkit-daemon,0.1627,0,0.0,0,0,0,26,0,21,0,0
2025-11-17 14:26:28.736,1,193,193,2,Kill,-20.0,-515.75,1249,dbus-daemon,0.1641,0,0.0,1,0,0,26,0,22,0,0
2025-11-17 14:26:29.536,1,194,194,2,Kill,-2.0,-517.75,1431,dbus-daemon,0.1777,0,0.0,1,0,0,27,0,22,0,0
2025-11-17 14:26:30.281,1,195,195,0,Monitor,0.1,-517.65,1579,xdg-desktop-por,0.1588,0,0.0,0,0,0,27,0,22,0,0
2025-11-17 14:26:31.195,1,196,196,0,Monitor,0.1,-517.55,1590,xdg-document-po,0.1643,0,0.0,0,0,0,27,0,22,0,0
2025-11-17 14:26:32.044,1,197,197,0,Monitor,0.1,-517.45,1654,gsd-print-notif,0.159,0,0.0,0,0,0,27,0,22,0,0
2025-11-17 14:26:32.829,1,198,198,3,Snapshot,-1.0,-518.45,1899,evolution-calen,0.1604,0,0.0,0,0,1,27,0,22,0,0
2025-11-17 14:26:33.632,1,199,199,3,Snapshot,-1.0,-519.45,2112,gvfsd-recent,0.1765,0,0.0,0,0,1,27,0,22,0,0
2025-11-17 14:26:34.444,1,200,200,2,Kill,-2.0,-521.45,2652,code-oss,0.2388,0,0.0,0,1,0,28,0,22,0,1
2025-11-17 14:26:38.901,2,1,201,1,Ignore,-0.05,-0.05,2523,code-oss,0.6095,0,0.3,0,0,0,0,0,0,0,0
2025-11-17 14:26:39.706,2,2,202,0,Monitor,0.1,0.05,5,kworker/R-rcu_g,0.0112,0,0.0,1,0,0,0,0,0,0,0
2025-11-17 14:26:40.549,2,3,203,3,Snapshot,-1.0,-0.95,18,rcu_preempt,0.0112,0,0.0,0,0,1,0,0,0,0,0
2025-11-17 14:26:41.374,2,4,204,2,Kill,-20.0,-20.95,38,kworker/R-blkcg,0.0112,0,0.0,1,0,0,0,0,1,0,0
2025-11-17 14:26:42.256,2,5,205,1,Ignore,-0.05,-21.0,40,kworker/R-tpm_d,0.0112,0,0.0,1,0,0,0,0,1,0,0
2025-11-17 14:26:43.115,2,6,206,2,Kill,-2.0,-23.0,67,kworker/u5:0-tt,0.0112,0,0.0,1,0,0,1,0,1,0,0
2025-11-17 14:26:43.940,2,7,207,3,Snapshot,-1.0,-24.0,521,haveged,0.162,0,0.0,0,0,1,1,0,1,0,0
2025-11-17 14:26:44.724,2,8,208,1,Ignore,-0.05,-24.05,531,polkitd,0.1598,0,0.0,1,0,0,1,0,1,0,0
2025-11-17 14:26:45.533,2,9,209,2,Kill,-2.0,-26.05,1209,wpa_supplicant,0.1785,0,0.0,0,1,0,2,0,1,0,0
2025-11-17 14:26:46.275,2,10,210,2,Kill,-20.0,-46.05,1275,Xorg,0.2256,0,0.0,0,1,0,2,0,2,0,0
2025-11-17 14:26:47.075,2,11,211,1,Ignore,-0.05,-46.1,1431,dbus-daemon,0.178,0,0.0,1,0,0,2,0,2,0,0
2025-11-17 14:26:47.858,2,12,212,3,Snapshot,-1.0,-47.1,1517,gnome-shell,0.2511,0,0.1,0,0,1,2,0,2,0,0
2025-11-17 14:26:48.703,2,13,213,1,Ignore,-0.05,-47.15,1596,fusermount3,0.1774,0,0.0,0,0,0,2,0,2,0,0
2025-11-17 14:26:49.500,2,14,214,3,Snapshot,-1.0,-48.15,1654,gsd-print-notif,0.1594,0,0.0,0,0,1,2,0,2,0,0
2025-11-17 14:26:50.288,2,15,215,2,Kill,-2.0,-50.15,1691,gsd-disk-utilit,0.161,0,0.0,0,1,0,3,0,2,0,0
2025-11-17 14:26:51.175,2,16,216,0,Monitor,0.1,-50.05,1918,gvfs-udisks2-vo,0.1658,0,0.0,0,0,0,3,0,2,0,0
2025-11-17 14:26:52.077,2,17,217,1,Ignore,-0.05,-50.1,2115,gjs,0.2198,0,0.0,0,0,0,3,0,2,0,0
2025-11-17 14:26:52.965,2,18,218,1,Ignore,-0.05,-50.15,2492,code-oss,0.2709,0,0.1,0,0,0,3,0,2,0,0
2025-11-17 14:26:53.848,2,19,219,0,Monitor,0.1,-50.05,2585,code-oss,0.2719,0,0.1,0,0,0,3,0,2,0,0
2025-11-17 14:26:54.650,2,20,220,3,Snapshot,-1.0,-51.05,2523,code-oss,0.6123,0,0.3,0,0,1,3,0,2,0,0
2025-11-17 14:26:55.452,2,21,221,2,Kill,-2.0,-53.05,5,kworker/R-rcu_g,0.0116,0,0.0,1,0,0,4,0,2,0,0
2025-11-17 14:26:56.504,2,22,222,2,Kill,-2.0,-55.05,18,rcu_preempt,0.0116,0,0.0,0,1,0,5,0,2,0,0
2025-11-17 14:26:57.261,2,23,223,3,Snapshot,-1.0,-56.05,39,irq/9-acpi,0.0112,0,0.0,0,0,1,5,0,2,0,0
2025-11-17 14:26:58.103,2,24,224,3,Snapshot,-1.0,-57.05,42,kworker/R-devfr,0.0112,0,0.0,1,0,1,5,0,2,0,0
2025-11-17 14:26:58.935,2,25,225,3,Snapshot,-1.0,-58.05,181,kworker/R-crypt,0.0112,0,0.0,1,0,1,5,0,2,0,0
2025-11-17 14:26:59.722,2,26,226,2,Kill,-2.0,-60.05,529,dbus-daemon,0.1639,0,0.0,1,0,0,6,0,2,0,0
2025-11-17 14:27:00.607,2,27,227,1,Ignore,-0.05,-60.1,734,rtkit-daemon,0.1627,0,0.0,0,0,0,6,0,2,0,0
2025-11-17 14:27:01.452,2,28,228,1,Ignore,-0.05,-60.15,1209,wpa_supplicant,0.1785,0,0.0,0,0,0,6,0,2,0,0
2025-11-17 14:27:02.215,2,29,229,1,Ignore,-0.05,-60.2,1253,gnome-keyring-d,0.1702,0,0.0,0,0,0,6,0,2,0,0
2025-11-17 14:27:03.036,2,30,230,2,Kill,-2.0,-62.2,1431,dbus-daemon,0.178,0,0.0,1,0,0,7,0,2,0,0
2025-11-17 14:27:03.911,2,31,231,1,Ignore,-0.05,-62.25,1517,gnome-shell,0.2515,0,0.1,0,0,0,7,0,2,0,0
2025-11-17 14:27:04.748,2,32,232,3,Snapshot,-1.0,-63.25,1629,gjs,0.1653,0,0.0,0,0,1,7,0,2,0,0
2025-11-17 14:27:05.563,2,33,233,3,Snapshot,-1.0,-64.25,1691,gsd-disk-utilit,0.161,0,0.0,0,0,1,7,0,2,0,0
2025-11-17 14:27:06.376,2,34,234,1,Ignore,-0.05,-64.3,1712,gsd-usb-protect,0.1588,0,0.0,0,0,0,7,0,2,0,0
2025-11-17 14:27:07.154,2,35,235,1,Ignore,-0.05,-64.35,1945,gvfs-gphoto2-vo,0.1676,0,0.0,0,0,0,7,0,2,0,0
2025-11-17 14:27:07.978,2,36,236,1,Ignore,-0.05,-64.4,2115,gjs,0.205,0,0.0,0,0,0,7,0,2,0,0
2025-11-17 14:27:08.767,2,37,237,0,Monitor,0.1,-64.3,2585,code-oss,0.2719,0,0.1,0,0,0,7,0,2,0,0
2025-11-17 14:27:09.545,2,38,238,0,Monitor,0.1,-64.2,5353,code-oss,0.1975,0,0.0,0,0,0,7,0,2,0,0
2025-11-17 14:27:10.304,2,39,239,3,Snapshot,-1.0,-65.2,2523,code-oss,0.6103,0,0.3,0,0,1,7,0,2,0,0
2025-11-17 14:27:11.156,2,40,240,2,Kill,-2.0,-67.2,5,kworker/R-rcu_g,0.0116,0,0.0,1,0,0,8,0,2,0,0
2025-11-17 14:27:11.992,2,41,241,2,Kill,-20.0,-87.2,19,rcu_exp_par_gp_,0.0116,0,0.0,0,1,0,8,0,3,0,0
2025-11-17 14:27:12.796,2,42,242,3,Snapshot,-1.0,-88.2,37,kworker/R-kbloc,0.0112,0,0.0,1,0,1,8,0,3,0,0
2025-11-17 14:27:13.639,2,43,243,0,Monitor,0.1,-88.1,44,kswapd0,0.0112,0,0.0,0,0,0,8,0,3,0,0
2025-11-17 14:27:14.392,2,44,244,0,Monitor,0.1,-88.0,213,kworker/0:3-eve,0.0112,0,0.0,1,0,0,8,0,3,0,0
2025-11-17 14:27:15.274,2,45,245,3,Snapshot,-1.0,-89.0,529,dbus-daemon,0.1639,0,0.0,1,0,1,8,0,3,0,0
2025-11-17 14:27:16.124,2,46,246,3,Snapshot,-1.0,-90.0,604,NetworkManager,0.1579,0,0.0,1,0,1,8,0,3,0,0
2025-11-17 14:27:16.949,2,47,247,2,Kill,-2.0,-92.0,1209,wpa_supplicant,0.1785,0,0.0,0,1,0,9,0,3,0,0
2025-11-17 14:27:17.797,2,48,248,1,Ignore,-0.05,-92.05,1367,VBoxClient,0.1699,0,0.0,0,0,0,9,0,3,0,0
2025-11-17 14:27:18.622,2,49,249,0,Monitor,0.1,-91.95,1431,dbus-daemon,0.178,0,0.0,1,0,0,9,0,3,0,0
2025-11-17 14:27:19.427,2,50,250,2,Kill,-2.0,-93.95,1596,fusermount3,0.1774,0,0.0,0,1,0,10,0,3,0,0
2025-11-17 14:27:20.538,2,51,251,0,Monitor,0.1,-93.85,1629,gjs,0.1653,0,0.0,0,0,0,10,0,3,0,0
2025-11-17 14:27:21.363,2,52,252,2,Kill,-2.0,-95.85,1691,gsd-disk-utilit,0.161,0,0.0,0,1,0,11,0,3,0,0
2025-11-17 14:27:22.197,2,53,253,3,Snapshot,-1.0,-96.85,1894,xdg-desktop-por,0.1626,0,0.0,0,0,1,11,0,3,0,0
2025-11-17 14:27:23.023,2,54,254,1,Ignore,-0.05,-96.9,1945,gvfs-gphoto2-vo,0.1676,0,0.0,0,0,0,11,0,3,0,0
2025-11-17 14:27:23.847,2,55,255,0,Monitor,0.1,-96.8,2115,gjs,0.207,0,0.0,0,0,0,11,0,3,0,0
2025-11-17 14:27:24.678,2,56,256,2,Kill,-2.0,-98.8,2585,code-oss,0.2719,0,0.1,0,1,0,12,0,3,0,0
2025-11-17 14:27:25.559,2,57,257,3,Snapshot,1.0,-97.8,15953,localsearch-ext,0.1662,0,0.0,0,0,1,12,0,3,0,0
2025-11-17 14:27:26.424,2,58,258,3,Snapshot,-1.0,-98.8,2523,code-oss,0.6123,0,0.3,0,0,1,12,0,3,0,0
2025-11-17 14:27:27.291,2,59,259,0,Monitor,0.1,-98.7,5,kworker/R-rcu_g,0.0116,0,0.0,1,0,0,12,0,3,0,0
2025-11-17 14:27:28.138,2,60,260,3,Snapshot,-1.0,-99.7,20,rcu_exp_gp_kthr,0.0112,0,0.0,0,0,1,12,0,3,0,0
2025-11-17 14:27:28.952,2,61,261,0,Monitor,0.1,-99.6,37,kworker/R-kbloc,0.0112,0,0.0,1,0,0,12,0,3,0,0
2025-11-17 14:27:29.748,2,62,262,1,Ignore,-0.05,-99.65,44,kswapd0,0.0112,0,0.0,0,0,0,12,0,3,0,0
2025-11-17 14:27:30.594,2,63,263,0,Monitor,0.1,-99.55,213,kworker/0:3-eve,0.0112,0,0.0,1,0,0,12,0,3,0,0
2025-11-17 14:27:31.394,2,64,264,3,Snapshot,-1.0,-100.55,529,dbus-daemon,0.1639,0,0.0,1,0,1,12,0,3,0,0
2025-11-17 14:27:32.221,2,65,265,0,Monitor,0.1,-100.45,604,NetworkManager,0.1575,0,0.0,1,0,0,12,0,3,0,0
2025-11-17 14:27:33.024,2,66,266,2,Kill,-2.0,-102.45,1209,wpa_supplicant,0.1785,0,0.0,0,1,0,13,0,3,0,0
2025-11-17 14:27:33.833,2,67,267,1,Ignore,-0.05,-102.5,1384,VBoxClient,0.1692,0,0.0,0,0,0,13,0,3,0,0
2025-11-17 14:27:34.684,2,68,268,2,Kill,-2.0,-104.5,1431,dbus-daemon,0.178,0,0.0,1,0,0,14,0,3,0,0
2025-11-17 14:27:35.483,2,69,269,0,Monitor,0.1,-104.4,1596,fusermount3,0.1774,0,0.0,0,0,0,14,0,3,0,0
2025-11-17 14:27:36.264,2,70,270,1,Ignore,-0.05,-104.45,1654,gsd-print-notif,0.1594,0,0.0,0,0,0,14,0,3,0,0
2025-11-17 14:27:37.057,2,71,271,3,Snapshot,-1.0,-105.45,1691,gsd-disk-utilit,0.161,0,0.0,0,0,1,14,0,3,0,0
2025-11-17 14:27:37.923,2,72,272,0,Monitor,0.1,-105.35,1932,gvfs-mtp-volume,0.1639,0,0.0,0,0,0,14,0,3,0,0
2025-11-17 14:27:38.786,2,73,273,3,Snapshot,-1.0,-106.35,2115,gjs,0.2058,0,0.0,0,0,1,14,0,3,0,0
2025-11-17 14:27:39.606,2,74,274,3,Snapshot,-1.0,-107.35,2492,code-oss,0.2701,0,0.1,0,0,1,14,0,3,0,0
2025-11-17 14:27:40.365,2,75,275,1,Ignore,-0.05,-107.4,2585,code-oss,0.2722,0,0.1,0,0,0,14,0,3,0,0
2025-11-17 14:27:41.205,2,76,276,2,Kill,-20.0,-127.4,2523,code-oss,0.6135,0,0.3,0,1,0,14,0,4,0,0
2025-11-17 14:27:42.003,2,77,277,2,Kill,-2.0,-129.4,5,kworker/R-rcu_g,0.0116,0,0.0,1,0,0,15,0,4,0,0
2025-11-17 14:27:42.826,2,78,278,2,Kill,-20.0,-149.4,20,rcu_exp_gp_kthr,0.0116,0,0.0,0,1,0,15,0,5,0,0
2025-11-17 14:27:43.636,2,79,279,1,Ignore,-0.05,-149.45,38,kworker/R-blkcg,0.0112,0,0.0,1,0,0,15,0,5,0,0
2025-11-17 14:27:44.448,2,80,280,0,Monitor,0.1,-149.35,47,kworker/u4:3-ex,0.0112,0,0.0,1,0,0,15,0,5,0,0
2025-11-17 14:27:45.200,2,81,281,1,Ignore,-0.05,-149.4,254,kworker/R-ata_s,0.0112,0,0.0,1,0,0,15,0,5,0,0
2025-11-17 14:27:46.010,2,82,282,0,Monitor,0.1,-149.3,529,dbus-daemon,0.1639,0,0.0,1,0,0,15,0,5,0,0
2025-11-17 14:27:46.831,2,83,283,0,Monitor,0.1,-149.2,1105,pcscd,0.1596,0,0.0,0,0,0,15,0,5,0,0
2025-11-17 14:27:47.658,2,84,284,2,Kill,-20.0,-169.2,1209,wpa_supplicant,0.1785,0,0.0,0,1,0,15,0,6,0,0
2025-11-17 14:27:48.468,2,85,285,0,Monitor,0.1,-169.1,1431,dbus-daemon,0.178,0,0.0,1,0,0,15,0,6,0,0
2025-11-17 14:27:49.266,2,86,286,1,Ignore,-0.05,-169.15,1441,VBoxClient,0.1709,0,0.0,0,0,0,15,0,6,0,0
2025-11-17 14:27:50.134,2,87,287,2,Kill,-2.0,-171.15,1590,xdg-document-po,0.1647,0,0.0,0,1,0,16,0,6,0,0
2025-11-17 14:27:51.212,2,88,288,2,Kill,-2.0,-173.15,1654,gsd-print-notif,0.1594,0,0.0,0,1,0,17,0,6,0,0
2025-11-17 14:27:52.528,2,89,289,1,Ignore,-0.05,-173.2,1691,gsd-disk-utilit,0.161,0,0.0,0,0,0,17,0,6,0,0
2025-11-17 14:27:53.883,2,90,290,3,Snapshot,-1.0,-174.2,1945,gvfs-gphoto2-vo,0.1676,0,0.0,0,0,1,17,0,6,0,0
2025-11-17 14:27:55.256,2,91,291,2,Kill,-2.0,-176.2,2115,gjs,0.209,0,0.0,0,1,0,18,0,6,0,0
2025-11-17 14:27:56.547,2,92,292,1,Ignore,-0.05,-176.25,2585,code-oss,0.2735,0,0.1,0,0,0,18,0,6,0,0
2025-11-17 14:27:58.089,2,93,293,0,Monitor,0.1,-176.15,5353,code-oss,0.1979,0,0.0,0,0,0,18,0,6,0,0
2025-11-17 14:27:59.567,2,94,294,3,Snapshot,-1.0,-177.15,2523,code-oss,0.6351,0,0.3,0,0,1,18,0,6,0,0
2025-11-17 14:28:01.042,2,95,295,3,Snapshot,-1.0,-178.15,5,kworker/R-rcu_g,0.0116,0,0.0,1,0,1,18,0,6,0,0
2025-11-17 14:28:02.499,2,96,296,0,Monitor,0.1,-178.05,21,migration/0,0.0116,0,0.0,1,0,0,18,0,6,0,0
2025-11-17 14:28:03.821,2,97,297,3,Snapshot,-1.0,-179.05,40,kworker/R-tpm_d,0.0112,0,0.0,1,0,1,18,0,6,0,0
2025-11-17 14:28:05.148,2,98,298,1,Ignore,-0.05,-179.1,47,kworker/u4:3-ex,0.0112,0,0.0,1,0,0,18,0,6,0,0
2025-11-17 14:28:06.531,2,99,299,1,Ignore,-0.05,-179.15,254,kworker/R-ata_s,0.0112,0,0.0,1,0,0,18,0,6,0,0
2025-11-17 14:28:07.938,2,100,300,2,Kill,-2.0,-181.15,529,dbus-daemon,0.1639,0,0.0,1,0,0,19,0,6,0,0
2025-11-17 14:28:09.723,2,101,301,1,Ignore,-0.05,-181.2,1105,pcscd,0.1596,0,0.0,0,0,0,19,0,6,0,0
2025-11-17 14:28:11.134,2,102,302,2,Kill,-20.0,-201.2,1209,wpa_supplicant,0.1785,0,0.0,0,1,0,19,0,7,0,0
2025-11-17 14:28:12.857,2,103,303,1,Ignore,-0.05,-201.25,1431,dbus-daemon,0.178,0,0.0,1,0,0,19,0,7,0,0
2025-11-17 14:28:14.460,2,104,304,2,Kill,-2.0,-203.25,1442,VBoxClient,0.1697,0,0.0,0,1,0,20,0,7,0,0
2025-11-17 14:28:15.915,2,105,305,2,Kill,-2.0,-205.25,1590,xdg-document-po,0.1647,0,0.0,0,1,0,21,0,7,0,0
2025-11-17 14:28:17.219,2,106,306,0,Monitor,0.1,-205.15,1653,evolution-alarm,0.159,0,0.0,0,0,0,21,0,7,0,0
2025-11-17 14:28:18.587,2,107,307,3,Snapshot,-1.0,-206.15,1712,gsd-usb-protect,0.1588,0,0.0,0,0,1,21,0,7,0,0
2025-11-17 14:28:19.849,2,108,308,0,Monitor,0.1,-206.05,1945,gvfs-gphoto2-vo,0.1676,0,0.0,0,0,0,21,0,7,0,0
2025-11-17 14:28:21.149,2,109,309,0,Monitor,0.1,-205.95,2115,gjs,0.1926,0,0.0,0,0,0,21,0,7,0,0
2025-11-17 14:28:22.513,2,110,310,2,Kill,-20.0,-225.95,2492,code-oss,0.2713,0,0.1,0,1,0,21,0,8,0,0
2025-11-17 14:28:24.038,2,111,311,1,Ignore,-0.05,-226.0,14305,kworker/0:1H-kb,0.0116,0,0.0,1,0,0,21,0,8,0,0
2025-11-17 14:28:25.288,2,112,312,0,Monitor,0.1,-225.9,2523,code-oss,0.6131,0,0.3,0,0,0,21,0,8,0,0
2025-11-17 14:28:26.671,2,113,313,0,Monitor,0.1,-225.8,5,kworker/R-rcu_g,0.0116,0,0.0,1,0,0,21,0,8,0,0
2025-11-17 14:28:27.893,2,114,314,1,Ignore,-0.05,-225.85,21,migration/0,0.0116,0,0.0,1,0,0,21,0,8,0,0
2025-11-17 14:28:29.159,2,115,315,1,Ignore,-0.05,-225.9,40,kworker/R-tpm_d,0.0112,0,0.0,1,0,0,21,0,8,0,0
2025-11-17 14:28:30.474,2,116,316,1,Ignore,-0.05,-225.95,47,kworker/u4:3-ex,0.0112,0,0.0,1,0,0,21,0,8,0,0
2025-11-17 14:28:31.737,2,117,317,2,Kill,-20.0,-245.95,254,kworker/R-ata_s,0.0112,0,0.0,1,0,0,21,0,9,0,0
2025-11-17 14:28:33.033,2,118,318,0,Monitor,0.1,-245.85,529,dbus-daemon,0.1639,0,0.0,1,0,0,21,0,9,0,0
2025-11-17 14:28:34.272,2,119,319,3,Snapshot,-1.0,-246.85,1177,power-profiles-,0.1603,0,0.0,0,0,1,21,0,9,0,0
2025-11-17 14:28:35.875,2,120,320,3,Snapshot,-1.0,-247.85,1209,wpa_supplicant,0.1785,0,0.0,0,0,1,21,0,9,0,0
2025-11-17 14:28:37.144,2,121,321,2,Kill,-2.0,-249.85,1431,dbus-daemon,0.178,0,0.0,1,0,0,22,0,9,0,0
2025-11-17 14:28:38.522,2,122,322,1,Ignore,-0.05,-249.9,1568,at-spi2-registr,0.1601,0,0.0,0,0,0,22,0,9,0,0
2025-11-17 14:28:39.844,2,123,323,1,Ignore,-0.05,-249.95,1634,gsd-a11y-settin,0.1593,0,0.0,0,0,0,22,0,9,0,0
2025-11-17 14:28:41.114,2,124,324,2,Kill,-2.0,-251.95,1712,gsd-usb-protect,0.1588,0,0.0,0,1,0,23,0,9,0,0
2025-11-17 14:28:42.404,2,125,325,3,Snapshot,-1.0,-252.95,1899,evolution-calen,0.1604,0,0.0,0,0,1,23,0,9,0,0
2025-11-17 14:28:43.726,2,126,326,3,Snapshot,-1.0,-253.95,2112,gvfsd-recent,0.1769,0,0.0,0,0,1,23,0,9,0,0
2025-11-17 14:28:44.993,2,127,327,2,Kill,-2.0,-255.95,2492,code-oss,0.2713,0,0.1,0,1,0,24,0,9,0,0
2025-11-17 14:28:46.268,2,128,328,0,Monitor,0.1,-255.85,2593,code-oss,0.2484,0,0.0,0,0,0,24,0,9,0,0
2025-11-17 14:28:47.751,2,129,329,0,Monitor,0.1,-255.75,2523,code-oss,0.6139,0,0.3,0,0,0,24,0,9,0,0
2025-11-17 14:28:48.976,2,130,330,0,Monitor,0.1,-255.65,5,kworker/R-rcu_g,0.0116,0,0.0,1,0,0,24,0,9,0,0
2025-11-17 14:28:50.147,2,131,331,0,Monitor,0.1,-255.55,22,idle_inject/0,0.0116,0,0.0,0,0,0,24,0,9,0,0
2025-11-17 14:28:51.583,2,132,332,3,Snapshot,-1.0,-256.55,34,ksmd,0.0112,0,0.0,0,0,1,24,0,9,0,0
2025-11-17 14:28:53.054,2,133,333,2,Kill,-2.0,-258.55,52,kworker/R-kthro,0.0112,0,0.0,1,0,0,25,0,9,0,0
2025-11-17 14:28:54.571,2,134,334,3,Snapshot,-1.0,-259.55,256,scsi_eh_0,0.0112,0,0.0,0,0,1,25,0,9,0,0
2025-11-17 14:28:56.137,2,135,335,2,Kill,-2.0,-261.55,529,dbus-daemon,0.1639,0,0.0,1,0,0,26,0,9,0,0
2025-11-17 14:28:57.898,2,136,336,0,Monitor,0.1,-261.45,1209,wpa_supplicant,0.1785,0,0.0,0,0,0,26,0,9,0,0
2025-11-17 14:28:59.158,2,137,337,3,Snapshot,-1.0,-262.45,1253,gnome-keyring-d,0.1702,0,0.0,0,0,1,26,0,9,0,0
2025-11-17 14:29:00.982,2,138,338,1,Ignore,-0.05,-262.5,1431,dbus-daemon,0.178,0,0.0,1,0,0,26,0,9,0,0
2025-11-17 14:29:02.612,2,139,339,2,Kill,-2.0,-264.5,1579,xdg-desktop-por,0.1588,0,0.0,0,1,0,27,0,9,0,0
2025-11-17 14:29:03.966,2,140,340,3,Snapshot,-1.0,-265.5,1634,gsd-a11y-settin,0.1593,0,0.0,0,0,1,27,0,9,0,0
2025-11-17 14:29:05.230,2,141,341,1,Ignore,-0.05,-265.55,1712,gsd-usb-protect,0.1588,0,0.0,0,0,0,27,0,9,0,0
2025-11-17 14:29:06.822,2,142,342,2,Kill,-2.0,-267.55,1945,gvfs-gphoto2-vo,0.1676,0,0.0,0,1,0,28,0,9,0,0
2025-11-17 14:29:08.214,2,143,343,3,Snapshot,-1.0,-268.55,2115,gjs,0.2218,0,0.0,0,0,1,28,0,9,0,0
2025-11-17 14:29:09.940,2,144,344,2,Kill,-2.0,-270.55,2492,code-oss,0.2713,0,0.1,0,1,0,29,0,9,0,0
2025-11-17 14:29:11.157,2,145,345,2,Kill,3.0,-267.55,5353,code-oss,0.1979,0,0.0,0,1,0,30,0,9,0,0
2025-11-17 14:29:12.718,2,146,346,3,Snapshot,-1.0,-268.55,2523,code-oss,0.6143,0,0.3,0,0,1,30,0,9,0,0
2025-11-17 14:29:14.010,2,147,347,1,Ignore,-0.05,-268.6,6,kworker/R-sync_,0.0116,0,0.0,1,0,0,30,0,9,0,0
2025-11-17 14:29:15.254,2,148,348,2,Kill,-2.0,-270.6,23,cpuhp/0,0.0116,0,0.0,0,1,0,31,0,9,0,0
2025-11-17 14:29:16.525,2,149,349,0,Monitor,0.1,-270.5,35,khugepaged,0.0112,0,0.0,0,0,0,31,0,9,0,0
2025-11-17 14:29:17.891,2,150,350,0,Monitor,0.1,-270.4,57,kworker/R-mld,0.0112,0,0.0,1,0,0,31,0,9,0,0
2025-11-17 14:29:19.757,2,151,351,1,Ignore,-0.05,-270.45,371,systemd-journal,0.1517,0,0.0,1,0,0,31,0,9,0,0
2025-11-17 14:29:21.222,2,152,352,2,Kill,-20.0,-290.45,529,dbus-daemon,0.1639,0,0.0,1,0,0,31,0,10,0,0
2025-11-17 14:29:22.638,2,153,353,3,Snapshot,-1.0,-291.45,1249,dbus-daemon,0.1645,0,0.0,1,0,1,31,0,10,0,0
2025-11-17 14:29:24.140,2,154,354,3,Snapshot,-1.0,-292.45,1253,gnome-keyring-d,0.1702,0,0.0,0,0,1,31,0,10,0,0
2025-11-17 14:29:25.553,2,155,355,3,Snapshot,-1.0,-293.45,1431,dbus-daemon,0.178,0,0.0,1,0,1,31,0,10,0,0
2025-11-17 14:29:26.853,2,156,356,3,Snapshot,-1.0,-294.45,1579,xdg-desktop-por,0.1588,0,0.0,0,0,1,31,0,10,0,0
2025-11-17 14:29:28.114,2,157,357,3,Snapshot,-1.0,-295.45,1681,gsd-screensaver,0.158,0,0.0,0,0,1,31,0,10,0,0
2025-11-17 14:29:29.452,2,158,358,2,Kill,-2.0,-297.45,1712,gsd-usb-protect,0.1588,0,0.0,0,1,0,32,0,10,0,0
2025-11-17 14:29:30.687,2,159,359,3,Snapshot,-1.0,-298.45,1945,gvfs-gphoto2-vo,0.1676,0,0.0,0,0,1,32,0,10,0,0
2025-11-17 14:29:31.931,2,160,360,1,Ignore,-0.05,-298.5,2119,gvfsd-trash,0.1772,0,0.0,0,0,0,32,0,10,0,0
2025-11-17 14:29:33.200,2,161,361,1,Ignore,-0.05,-298.55,2492,code-oss,0.2713,0,0.1,0,0,0,32,0,10,0,0
2025-11-17 14:29:34.514,2,162,362,0,Monitor,0.1,-298.45,16851,localsearch-ext,0.1662,0,0.0,0,0,0,32,0,10,0,0
2025-11-17 14:29:35.930,2,163,363,0,Monitor,0.1,-298.35,14277,python,0.595,0,0.2,0,0,0,32,0,10,0,0
2025-11-17 14:29:37.158,2,164,364,3,Snapshot,-1.0,-299.35,6,kworker/R-sync_,0.0116,0,0.0,1,0,1,32,0,10,0,0
